A3TCG4YXYAYN6N:3TPZPLC3M1M79I87Z8BRRB5JW7RP3F,initialized,0,,1534871233801
A3TCG4YXYAYN6N:3TPZPLC3M1M79I87Z8BRRB5JW7RP3F,window_resize,0,"[1348, 651]",1534871233801
A3TCG4YXYAYN6N:3TPZPLC3M1M79I87Z8BRRB5JW7RP3F,focus,437,on,1534871234238
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,initialized,0,,1534872536996
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,window_resize,0,"[1536, 752]",1534872536996
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,window_resize,10465,"[1536, 759]",1534872547461
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,12712,off,1534872560173
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,2191,on,1534872562364
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,0,on,1534872562364
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,4124,off,1534872566488
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,1782,on,1534872568270
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,2,on,1534872568272
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,5591,off,1534872573863
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,517,on,1534872574380
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,3728,off,1534872578108
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,797,on,1534872578905
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,2635,off,1534872581540
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,2605,on,1534872584145
A2JWHS06PQMJ1:3Y9N9SS8LZLYKL5HUZKWRHOUIOT3DK,focus,0,on,1534872584145
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,initialized,0,,1534878816336
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,0,"[1366, 721]",1534878816336
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,22558,"[1366, 677]",1534878838894
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,1012,"[1366, 721]",1534878839906
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,4212,"[1174, 721]",1534878844118
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,2207,"[1366, 677]",1534878846325
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,1612,"[1174, 721]",1534878847937
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,window_resize,6648,"[1366, 677]",1534878854585
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,focus,39532,off,1534878894117
APUPF3D94XYUQ:3WAKVUDHUXQ226HQI6DBEY4Y9R1U7J,focus,7810,on,1534878901927
